sim_nr,GDP_1st,GDP_2nd,GDP_3rd,GDP_4th,acorr_GDP,dQ_1st,dQ_2nd,U_1st,U_2nd,LIS_1st,dI_1st,dI_2nd,dC_1st,dC_2nd,GINI_I_1st,GINI_I_2nd,GINI_W_1st,GINI_W_2nd,bankr_1st,bankr_2nd,LP_g_1st,EE_g_1st,EF_g_1st,em2030,em2040,em2050
1,0.14784500657291078,0.8108949222144716,0.029271708682090895,-0.012621378838114428,0.5027103329252682,0.001646550914569225,9.49532201405376e-5,0.0539146814404432,5.773270052323791e-5,0.6244637342212707,3.995850880873587,945.8580779516174,-0.004911017132436111,0.032369723066769863,0.04137934863844522,6.400499131710058e-6,0.7865463984291922,2.082712533931845e-5,0.0,0.0,-0.06118499106338027,-0.01508692514646999,0.015679307212923786,104.3372350660175,104.09899077087714,107.42057966162756
2,0.4412081255405617,0.7420989715781139,0.6625203750601973,1.4876221088503163,0.5858649562359605,0.0032109953997611585,0.00033412125717240896,0.10827479224376728,0.000318950946137273,0.7124840792743801,5.348198980285506,1449.2621440229736,-0.01504657852764293,0.06549808459784995,0.25276858654739653,0.0005415852041079919,0.328182313853772,0.000522793342536878,0.0,0.0,-0.11601243930724489,-0.01892799165344794,0.0051427827818136505,88.88272871515507,76.1934436060138,82.3572355274258
3,0.48179275132647026,5.979921309490043,0.48226666206469826,5.177792521296201,0.3893935706587184,0.0028810222358493028,0.00047866588959863377,0.012858725761772855,0.0009601054305940284,0.651051831911486,18.772562097211196,6357.860252470599,0.024876144650441395,1.3549874198513732,0.04071433212736057,3.2511132800057376e-5,0.09292637738328091,5.488218190818057e-5,0.017119113573407205,0.0004530663281009543,-0.04818672779212437,-0.020824560561492088,0.019555568402754037,80.87904798683596,65.30704698281303,64.47671499848583
4,0.37784349326239136,4.575324530843599,-0.005404565669155626,0.4125083199883566,0.15851589576011943,0.0017888427434871914,5.795511921545458e-5,0.004281440443213296,7.834279347491536e-5,0.8057670880364686,28.263222394659973,11399.43858951329,0.0015477884556913892,1.2997162287103625,0.08466133897913637,7.589351535882293e-5,0.12775534582696127,0.0001666474054260604,0.0706786703601108,0.0010025242382271469,-0.060477586490927555,-0.001178442126133546,0.003738455218559903,73.78600071707768,69.83567147189807,75.77539538756757
5,0.5427825330927416,7.718841082130334,-0.0399066895974208,0.6812351039534881,0.1909649290769249,0.005634615378619203,0.0006680966582599926,0.06375844875346261,0.0011438588242536165,0.6957232687049099,8.46658264448122,2317.2843644834616,0.006806435082518243,1.6667317412330078,0.09895895082754255,4.076785781621123e-5,0.1124717656704234,5.68917553915435e-5,0.00029085872576177285,1.6512773160972608e-6,-0.18449516096606125,-0.009028915979200997,0.006937108281717197,116.05296085587986,192.02621929051986,205.87936958733746
6,0.28387195312645797,3.4110641659276273,-0.14446462556378442,1.0103469812173609,0.6500398877420409,0.0030473645011668787,0.00018415134871895865,0.20138282548476452,0.003409405148661127,0.6391296069337349,3.241543877869448,803.342819808742,0.03085893740188102,0.17827625392375976,0.033813615769455276,0.00013999132315392157,0.9274654426067885,0.00018203166759868226,0.00013850415512465375,6.752077562326868e-7,-0.13304014523576682,-0.005949517389635752,0.019792827833857954,103.22185026988157,102.16615493403731,111.32857364906315
7,0.34529493063221417,1.5597062974774667,0.23194415405841357,0.33425115556561025,0.17736540211389154,0.0018717266667147518,9.821776042081494e-5,0.007646537396121883,0.000160443161588181,0.6278639440485707,23.72766415385201,7383.486888198916,0.01045501533366029,0.9016065161988577,0.18221112603234377,8.047785138555672e-5,0.2939014492760509,0.00014435657189498097,0.002493074792243767,2.6545090797168382e-5,-0.07328030610052579,-0.022935031184738938,0.024401565648268075,73.9072014478902,62.56945675001059,61.586389464738716
8,0.07782517005770012,6.175605514108135,-0.12920029195716082,-0.018115937967362328,0.6302608249884447,0.0009471787758541928,0.0010391364678584455,0.2050326869806094,0.0011279172619267468,0.5368029626591517,62.40446412718348,87489.64293151762,-0.0043472771621060535,0.6151633677113681,0.0036340301100352,4.0153791250340267e-7,0.9163821203636575,5.341153130037229e-5,0.0017313019390581721,8.17482302246845e-6,-0.018086752792546016,-0.013414165223936856,0.014641777663430207,109.69851800032154,105.38442415469265,101.1312295786472
9,0.49366478335361624,4.865236325126658,-0.1184068803315867,1.1890217120893238,0.2978779235631478,0.005292494267137008,0.00025690073082675145,0.07026038781163434,0.00041833067651585106,0.7743881793541401,7.840311691976583,2062.7362204976894,-0.004734179508437691,0.33086228510111365,0.19768203493584918,4.9537140488961986e-5,0.28716654706582617,8.294993760513101e-5,4.155124653739612e-5,2.0660203139427512e-7,-0.1634097205613517,-0.023282160946623075,0.022222242736402435,121.858490509252,192.6733473101471,196.84401437466704
10,0.3949135766999715,4.256245312508481,0.3732881164344448,1.8826808479276602,0.463253503682668,0.0014786177729935578,0.0006367177141367487,0.02905041551246538,0.0009422997845490922,0.5608361385501598,62.080583829589266,252529.38720294513,-0.0566693887454383,1.1279083465046824,0.07864870924617716,0.0007684467080907604,0.7761407046850226,0.005689503812741345,0.000110803324099723,6.821329639889197e-7,-0.018592520719168146,-0.013854601224135272,0.014096595069791119,72.11736880201767,57.650955113316,56.790870832093795
